Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,st_tefferr2,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index
TOI-3629 b,TOI-3629,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,3.936551,5.0E-6,-6.0E-6,0.043,8.295,0.74,82.63539,0.26,Mass,0.05,690,20,-20,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M1,3870.0,90.0,-90.0,0,0.6,0.63,0.4,4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m10.41s,359.7933851,39.3142556,130.091,14.639,10.553,2022-01-01,0.0,0.0
HD 1397 b,HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,7.9E-4,-8.0E-4,0.1097,11.5,1.026,131.89945,0.415,Mass,0.251,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,Unknown,5521.0,60.0,-60.0,0,2.34,1.32,0.29,3.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66.3589285,79.5702,7.79,5.988,2018-01-01,0.0,0.0
KELT-24 b,KELT-24,Transit,2019,KELT-North,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>,5.55149296,5.0E-7,-5.3E-7,0.0665,12.711,1.134,1458.83239,4.59,Mass,0.0319,1391,22,-23,0,0,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>,Unknown,6426.0,93.0,-91.0,0,1.34,1.27,0.138,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m38.17s,161.9090273,71.655727,96.5173,8.34,7.154,2019-01-01,0.0,20.0
NGTS-8 b,NGTS-8,Transit,2019,Next-Generation Transit Survey (NGTS),<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,2.4997,1.0E-5,-1.0E-5,0.035,12.218,1.09,295.5819,0.93,Mass,0.01,1345,19,-19,0,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,K0 V,5241.0,50.0,-50.0,0,0.98,0.89,0.24,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m54.22s,328.9759206,-14.0684399,428.976,13.69,11.642,2019-01-01,0.0,8.0
HATS-49 b,HATS-49,Transit,2020,HATSouth,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4.1480467,3.7E-6,-3.7E-6,0.04515,8.575,0.765,112.19399,0.353,Mass,0.071,835,4,-4,0,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,Unknown,4405.0,15.0,-15.0,0,0.7,0.71,0.208,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m27.26s,6.6135927,-56.3442798,324.413,14.988,11.938,2020-01-01,0.0,4.0
TOI-2458 b,TOI-2458,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,3.73659,4.4E-4,-4.7E-4,0.0482,2.83,0.252,13.31,0.04188,Mass,0.087,1509,41,-35,0,0,<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,F9-F9.5,6005.0,50.0,-50.0,0,1.31,1.05,-0.1,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m29.17s,79.621529,1.253439,112.958,9.202,7.891,2024-01-01,0.0,0.0
Kepler-1514 b,Kepler-1514,Transit,2016,Kepler,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,217.83184,1.2E-4,-1.2E-4,0.753,12.42,1.108,1678.1424,5.28,Mass,0.401,388,6,-5,0,0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,Unknown,6145.0,99.0,-80.0,0,1.29,1.2,0.119,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m30.60s,292.6274943,37.8601653,397.292,11.766,10.688,2016-01-01,0.0,1.0
TIC 139270665 b,TIC 139270665,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,23.624,0.03,-0.031,0.163,7.23,0.645,147.15455,0.463,Mass,0.105,703,14,-11,0,0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,G2,5844.0,84.0,-82.0,0,1.02,1.03,0.156,4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m08.14s,124.0338967,33.2914532,189.875,10.385,8.946,2024-01-01,0.0,0.0
TOI-1266 b,TOI-1266,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.894841,1.1E-5,-1.1E-5,0.0728,2.62,0.234,4.23,0.01331,Mass,0.22,425,20,-19,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.0,157.0,-157.0,0,0.44,0.43,-0.195,4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,65.8336973,36.0118,12.941,8.84,2020-01-01,0.0,0.0
TOI-181 b,TOI-181,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.532,2.0E-6,-2.0E-6,0.0539,6.956,0.634,46.1687,0.1452,Mass,0.1543,895,32,-34,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,K,4994.0,50.0,-50.0,0,0.74,0.82,0.272,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34.4914099,96.2338,11.191,9.047,2023-01-01,0.0,0.0
HAT-P-68 b,HAT-P-68,Transit,2020,HATNet,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,2.29840551,5.2E-7,-5.2E-7,0.02996,12.016,1.072,230.10892,0.724,Mass,0.041,1028,8,-8,0,0,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,K,4508.0,43.0,-43.0,0,0.67,0.68,-0.059,4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h53m55.96s,118.4831501,23.9382192,202.152,13.802,11.019,2020-01-01,0.0,5.0
NGTS-18 b,NGTS-18,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.05125,1.0E-5,-1.0E-5,0.0448,13.563,1.21,129.99182,0.409,Mass,0.0,1381,55,-53,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610.0,150.0,-150.0,0,1.39,1.0,0.15,4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m11.09s,180.5462193,-35.5486091,1096.19,14.588,12.87,2021-01-01,0.0,8.0
HAT-P-63 b,HAT-P-63,Transit,2021,HATNet,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,3.377728,1.3E-5,-1.3E-5,0.04294,12.543,1.119,195.14664,0.614,Mass,0.069,1237,11,-11,0,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Unknown,5400.0,55.0,-39.0,0,0.97,0.93,0.251,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h58m17.30s,269.5720695,5.7613709,403.458,13.657,11.512,2021-01-01,0.0,5.0
HATS-66 b,HATS-66,Transit,2018,HATSouth,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.1414391,7.4E-6,-7.4E-6,0.04714,15.816,1.411,1694.0339,5.33,Mass,0.064,1998,21,-21,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,Unknown,6626.0,35.0,-35.0,0,1.84,1.41,-0.017,4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m34.75s,101.3948048,-33.8816918,1477.98,14.283,12.761,2018-01-01,0.0,4.0
HD 73583 b,HD 73583,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.398042,6.7E-6,-6.2E-6,0.0604,2.79,0.249,10.2,0.03209,Mass,0.09,714,21,-20,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,K4 V,4511.0,110.0,-110.0,0,0.65,0.73,0.0,4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.19s,129.6883026,-13.2565267,31.5666,9.67,6.948,2022-01-01,0.0,0.0
TOI-1260 d,TOI-1260,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.608164,8.3E-5,-8.3E-5,0.1116,3.12,0.278,11.84,0.03725,Mass,0.0,499,14,-14,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,Unknown,4227.0,85.0,-85.0,0,0.67,0.68,-0.1,4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,65.8541986,73.5977,11.922,8.95,2022-01-01,0.0,0.0
TOI-3976 A b,TOI-3976 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6.607662,1.6E-5,-1.5E-5,0.0743,12.274,1.095,55.61997,0.175,Mass,0.0,1295,16,-14,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5975.0,70.0,-69.0,0,1.5,1.25,0.182,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h57m25.44s,224.3560083,44.2743223,516.087,12.403,11.048,2023-01-01,0.0,0.0
HATS-37 A b,HATS-37 A,Transit,2020,HATSouth,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.3315366,4.1E-6,-4.1E-6,0.04913,6.793,0.606,31.46517,0.099,Mass,0.0,1085,16,-12,0,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,Unknown,5326.0,44.0,-44.0,0,0.88,0.84,0.051,4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m12.44s,199.80183,-22.9868431,211.896,12.341,9.947,2020-01-01,0.0,4.0
TOI-5293 A b,TOI-5293 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.930289,4.0E-6,-4.0E-6,0.034,11.9,1.06,170.4,0.54,Mass,0.38,675,42,-30,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586.0,88.0,-88.0,0,0.52,0.54,-0.03,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.828682,-2.0450945,162.229,16.19,11.639,2023-01-01,0.0,0.0
NGTS-15 b,NGTS-15,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.27623,1.0E-5,-1.0E-5,0.0441,12.33,1.1,238.68913,0.751,Mass,0.0,1146,47,-47,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,150.0,-150.0,0,0.95,0.99,0.15,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m25.27s,73.3553101,-32.8003484,786.485,14.669,12.907,2021-01-01,0.0,8.0
TOI-4010 c,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,5.414654,7.0E-6,-7.0E-6,0.058,5.93,0.529,20.31,0.0639,Mass,0.03,907,9,-8,0,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0,0.83,0.88,0.37,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,66.0722009,177.504,12.291,10.157,2023-01-01,0.0,0.0
TOI-1064 b,TOI-1064,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,2.5E-5,-2.5E-5,0.06152,2.587,0.231,13.5,0.04248,Mass,0.047,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,Unknown,4734.0,67.0,-67.0,0,0.73,0.75,0.05,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47.5620305,68.0726,10.938,8.467,2022-01-01,0.0,0.0
NGTS-13 b,NGTS-13,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,4.119027,2.3E-5,-2.3E-5,0.0549,12.801,1.142,1538.2972,4.84,Mass,0.086,1605,30,-30,0,0,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,Unknown,5819.0,73.0,-73.0,0,1.79,1.3,0.25,4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m57.66s,176.2402326,-38.1397158,647.595,12.744,11.141,2021-01-01,0.0,8.0
TOI-2134 c,TOI-2134,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.5,0.36,-0.25,0.371,7.27,0.649,41.89,0.1318,Mass,0.67,306,4,-4,0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.0,50.0,-50.0,0,0.71,0.74,0.12,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,39.0729269,22.6202,8.933,6.091,2023-01-01,0.0,0.0
HATS-59 b,HATS-59,Transit,2018,HATSouth,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,5.416081,1.6E-5,-1.6E-5,0.06112,12.621,1.126,256.17098,0.806,Mass,0.129,1128,40,-40,0,0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,Unknown,5670.0,91.0,-91.0,0,1.04,1.04,0.18,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m17.84s,170.324325,-22.388177,642.884,14.033,12.238,2018-01-01,0.0,4.0
TOI-1173 b,TOI-1173,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,7.06466,2.8E-4,-2.9E-4,0.0696,9.19,0.82,27.4,0.08621,Mass,0.023,868,11,-11,0,0,<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,G9,5350.0,34.0,-34.0,0,0.93,0.91,0.139,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h10m43.94s,197.6830975,70.7680117,132.353,11.038,9.134,2024-01-01,0.0,0.0
TOI-561 b,TOI-561,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.4465688,7.0E-7,-8.0E-7,0.0106,1.425,0.127,2.0,0.00629,Mass,0.0,2310,33,-33,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.0,70.0,-70.0,0,0.84,0.81,-0.4,4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,6.216103,85.799,10.252,8.394,2020-01-01,0.0,0.0
TOI-3331 A b,TOI-3331 A,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.0180231,4.3E-6,-4.4E-6,0.03144,12.98,1.158,721.47048,2.27,Mass,0.0,1488,31,-29,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Unknown,5609.0,92.0,-87.0,0,0.95,1.02,0.148,4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m17.80s,271.3241672,-34.107171,217.193,11.635,9.914,2022-01-01,0.0,0.0
TOI-6130 b,TOI-6130,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,2.392679,2.0E-6,-2.0E-6,0.036,14.347,1.28,333.71983,1.05,Mass,0.036,1750,40,-40,0,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,F,6110.0,50.0,-50.0,0,1.51,1.31,0.28,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h36m49.22s,339.2050832,16.8271941,220.882,11.21,9.655,2024-01-01,0.0,0.0
HD 219134 d,HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,46.859,0.028,-0.028,0.237,1.61,0.144,16.17,0.05088,Mass,0.138,410,3,-3,0,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,Unknown,4699.0,16.0,-16.0,0,0.78,0.81,0.11,4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,57.1696255,6.53127,5.56911,3.261,2015-01-01,1.0,22.0
TOI-1107 b,TOI-1107,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,4.0782387,2.4E-6,-2.5E-6,0.0561,14.572,1.3,1064.72516,3.35,Mass,0.025,1728,27,-27,0,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,F6 V,6311.0,98.0,-98.0,0,1.81,1.35,-0.1,4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m25.89s,155.6078632,-82.2188693,281.314,10.553,9.205,2022-01-01,0.0,0.0
TOI-1231 b,TOI-1231,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,6.4E-5,-6.6E-5,0.1288,3.65,0.326,15.4,0.04845,Mass,0.087,330,4,-4,0,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553.0,51.0,-52.0,0,0.48,0.48,0.041,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.74726,-52.4678724,27.6227,12.36,8.069,2021-01-01,0.0,0.0
